T F7 F3 F4 F8 T3 C3 Cz C4 T5 P3 Pz P4 T6 O1 O2
26.16 0.9888 -2.202 4.135 4.494 -4 -0.8539 7.596 6.022 -3.82 -6.859 3.078 8.354 10.88 0.5393 8
26.165 0.4494 -2.472 3.416 3.371 -4.18 -1.079 5.483 7.101 -4.404 -1.935 4.836 7.386 10.25 2.787 7.73
26.17 -0.08989 -1.798 1.348 1.843 -1.888 0.1348 1.843 7.506 -3.461 2.99 4.485 4.221 6.472 2.876 5.303
26.175 0.4494 0.764 0.04494 2.382 2.202 2.921 -0.6742 6.607 -1.798 6.419 1.407 0.2638 1.888 0.809 2.337
26.18 2.067 4.225 0.04494 5.573 4.989 4.674 -1.528 2.652 -0.809 6.947 -4.133 -3.254 -1.079 -2.157 0.3596
26.185 3.326 6.742 0.8989 9.348 4.315 3.82 -1.528 -3.461 -1.079 4.485 -9.409 -4.573 -1.438 -4.045 0.4494
26.19 3.056 7.64 2.202 10.43 1.213 1.708 -1.438 -8.36 -2.022 0.7914 -10.55 -3.605 -0.2697 -2.787 1.798
26.195 3.506 8.404 3.371 7.011 -1.258 0.6742 -0.9438 -9.618 -2.292 -1.319 -6.155 -1.759 0.3596 1.978 3.146
26.2 8.09 10.56 4.18 0.4944 -1.034 2.022 0.764 -7.101 -1.258 -0.3517 2.11 -0.2638 -0.6292 8.899 3.506
26.205 15.28 13.57 4.629 -5.258 2.067 5.843 3.011 -2.067 0.764 2.726 10.55 0.9673 -2.697 15.1 2.876
26.21 19.51 14.7 3.91 -6.876 5.708 9.843 3.506 2.337 2.652 5.364 15.3 1.847 -4.854 17.89 1.528
26.215 16.72 11.46 0.08989 -5.124 6.921 10.2 -0.4045 1.933 2.966 5.364 13.98 0.9673 -5.843 15.46 -0.8989
26.22 7.461 3.775 -7.281 -3.64 3.865 4.404 -8.404 -3.865 0.8989 1.847 7.123 -2.022 -5.483 8.27 -4.225
26.225 -4.854 -6.022 -14.92 -5.124 -2.157 -5.034 -16.67 -10.29 -2.562 -4.045 -1.847 -5.364 -3.865 -0.6292 -7.281
26.23 -16 -13.8 -17.89 -8.629 -7.64 -12.81 -19.91 -11.1 -6.067 -9.673 -8.969 -6.947 -1.888 -7.551 -8.989
26.235 -20.94 -16.04 -13.89 -10.7 -9.573 -15.46 -15.69 -5.348 -7.596 -12.13 -12.75 -5.979 -0.08989 -10.79 -8.989
26.24 -16.45 -11.82 -4.764 -8.494 -7.461 -13.21 -5.753 3.146 -6.292 -10.99 -13.45 -2.902 1.348 -10.97 -6.831
26.245 -5.483 -3.775 5.124 -2.022 -3.056 -8.315 4.989 10.47 -2.787 -7.65 -11.52 1.495 2.787 -9.978 -2.517
26.25 4.764 3.371 12.13 5.708 1.483 -2.787 11.82 14.38 1.663 -3.869 -7.211 6.067 4.584 -8.719 2.697
26.255 9.708 6.472 13.98 10.61 4.449 1.258 13.17 13.44 5.258 -0.8793 -1.583 8.53 6.202 -7.101 6.742
26.26 8.809 5.169 10.97 10.34 4.854 2.831 10.61 8.404 6.427 1.407 3.869 8.354 7.011 -4.854 8.18
26.265 4.674 1.618 5.618 6.292 3.82 3.326 7.685 2.876 4.944 2.726 8.442 7.035 6.742 -1.708 7.281
26.27 0.3596 -0.8989 1.348 2.202 3.371 5.213 6.607 0.7191 2.787 3.957 11.96 6.419 5.663 2.067 5.034
26.275 -0.9888 -0.2697 0.04494 0.9888 4.899 8.539 7.551 1.843 1.663 5.979 14.33 6.595 4.135 5.213 2.607
26.28 2.067 3.596 1.753 3.011 7.685 11.78 8.674 3.73 2.831 9.145 15.56 6.859 2.787 7.011 1.258
26.285 6.921 8.135 5.753 6.966 9.933 13.8 8 4.135 5.753 12.66 15.83 6.595 1.978 8.09 1.169
26.29 8.809 10.43 9.933 10.7 10.61 14.74 4.719 2.112 8.899 15.3 14.95 5.188 1.079 8.899 1.258
26.295 7.191 9.708 10.97 11.73 9.303 14.25 -0.3596 -3.056 10.07 15.56 11.61 1.671 -0.3596 9.079 0
26.3 5.663 7.506 6.697 8.539 6.382 11.82 -5.079 -9.213 8.315 12.57 6.155 -2.99 -2.337 7.64 -2.697
26.305 6.022 5.618 -0.809 2.067 2.652 8 -7.101 -11.37 4.18 6.507 0.7914 -5.716 -3.236 4.854 -4.764
26.31 6.562 4.404 -6.742 -4.674 -0.5393 4.27 -5.393 -5.798 0.4944 -0.3517 -1.143 -3.869 -2.067 2.517 -4.225
26.315 5.124 3.281 -7.551 -8.135 -3.371 0.764 -0.9888 4.449 -1.169 -4.924 1.231 1.935 0.809 2.337 -0.8989
26.32 1.258 1.258 -3.506 -6.517 -6.292 -3.011 3.685 12.36 -0.2247 -5.364 5.804 8.617 4.135 4.494 3.775
26.325 -4.404 -2.067 1.843 -1.034 -8.989 -6.292 6.427 13.44 1.663 -2.814 9.673 13.19 6.292 7.191 8.449
26.33 -10.07 -5.798 4.27 4.36 -10.29 -7.371 6.292 8.494 3.191 0.8793 10.2 13.81 6.742 8.449 11.6
26.335 -12.76 -8.539 1.618 5.213 -9.348 -6.112 4 1.258 3.461 3.693 6.771 10.29 6.112 7.191 12.76
26.34 -10.88 -9.483 -5.034 -0.4944 -7.011 -4.36 0.6742 -4.404 2.652 4.66 0.7914 4.573 5.573 4.404 12.22
26.345 -7.011 -9.483 -11.51 -10.29 -4.629 -3.326 -2.831 -5.933 1.753 3.341 -5.276 0.08793 5.753 1.708 10.43
26.35 -5.393 -9.843 -14.25 -18.65 -3.236 -3.011 -6.517 -4.629 0.8539 0.1759 -9.849 -2.198 5.483 -0.4494 6.562
26.355 -6.382 -10.92 -13.48 -21.57 -3.056 -3.82 -10.74 -5.393 -0.4045 -4.485 -13.98 -4.573 2.966 -3.865 -0.6292
26.36 -6.921 -11.46 -11.6 -18.79 -4.18 -6.292 -15.15 -11.28 -3.281 -10.38 -19.35 -9.145 -2.337 -10.52 -10.43
26.365 -5.034 -10.61 -9.978 -12.81 -5.573 -9.393 -18.02 -18.79 -7.685 -16.36 -24.97 -15.04 -8.989 -19.51 -19.78
26.37 -2.157 -8.449 -7.775 -6.697 -5.978 -11.19 -17.48 -21.57 -11.87 -20.22 -27.7 -19.43 -14.38 -26.7 -24.99
26.375 0 -5.573 -4.135 -1.978 -4.719 -10.97 -13.12 -16.99 -13.12 -19.52 -24.8 -20.05 -17.08 -27.42 -24.63
26.38 1.618 -2.607 0.1348 1.169 -2.202 -9.213 -6.427 -7.775 -10.38 -13.45 -15.92 -16.27 -16.54 -20.4 -19.69
26.385 2.787 0.1798 3.775 3.73 1.213 -5.798 -0.1798 1.708 -4.854 -4.045 -3.781 -8.969 -13.57 -8.629 -12.4
26.39 2.966 2.247 5.528 5.888 5.034 -0.5843 3.685 8 1.213 5.452 7.65 -0.7914 -9.528 2.607 -5.483
26.395 2.067 3.326 4.719 6.966 8.36 4.989 4.854 8.944 5.124 12.4 13.72 4.748 -5.303 8.629 -0.6292
26.4 1.438 3.596 2.292 6.202 9.663 8.315 5.169 5.438 5.618 15.12 13.01 6.067 -1.528 8.27 2.517
26.405 0.809 3.371 0.3146 3.91 8.674 8.809 7.146 2.067 3.461 13.54 8.002 4.748 1.798 3.865 5.124
26.41 -0.08989 3.326 0.8539 1.528 6.472 7.82 11.37 2.921 0.5393 8.969 2.99 3.254 4.135 -0.3596 7.191
26.415 0.8989 4.719 3.551 0.04494 4.449 6.202 15.82 7.191 -1.483 3.517 0.4397 2.374 5.213 -1.798 7.73
26.42 5.303 7.865 6.742 -0.5393 2.966 3.775 17.08 10.61 -2.247 -0.8793 0.5276 2.11 5.753 0.08989 6.831
26.425 10.61 11.01 9.483 -0.3596 2.022 0.6292 13.21 10.61 -1.573 -3.254 2.374 2.99 6.831 4.494 6.382
26.43 11.42 11.24 11.69 0.8539 1.573 -2.022 5.303 7.461 0.2247 -2.55 5.012 4.924 9.079 10.07 7.91
26.435 5.753 7.64 12.18 2.921 1.573 -3.551 -2.742 2.427 2.787 0.8793 7.474 6.947 11.33 15.01 11.33
26.44 -2.247 1.888 9.079 4.449 1.708 -3.685 -7.236 -2.337 5.303 5.364 8.881 8.002 12.31 17.35 14.74
26.445 -7.82 -2.876 1.888 3.73 2.067 -1.978 -7.146 -3.91 6.607 8.266 9.233 8.617 11.06 16.18 15.73
26.45 -8.899 -5.079 -7.73 -0.3146 2.472 1.213 -4.899 -1.483 5.663 7.914 8.354 8.793 8.18 12.22 12.58
26.455 -6.652 -5.079 -16.76 -7.416 2.022 3.191 -4.315 0.809 2.697 4.573 5.276 6.859 4.494 7.101 5.663
26.46 -3.775 -4.674 -21.75 -15.15 -0.2247 0.9888 -7.056 -1.798 -1.888 -0.1759 -0.3517 1.759 1.079 2.247 -2.157
26.465 -2.787 -5.483 -20.22 -19.6 -3.865 -4.494 -11.19 -9.079 -6.652 -5.188 -6.859 -5.276 -1.978 -1.528 -7.73
26.47 -3.865 -6.562 -11.91 -17.75 -6.697 -9.169 -12.54 -15.87 -9.933 -9.145 -11.43 -12.22 -5.213 -4.225 -9.978
26.475 -3.056 -5.393 -0.3596 -9.663 -6.787 -9.708 -8.494 -17.48 -11.19 -11.34 -12.57 -17.06 -9.079 -6.652 -10.34
26.48 2.607 -0.4045 9.618 0.9438 -4.36 -6.562 -0.7191 -13.08 -10.7 -11.7 -10.73 -18.73 -12.67 -9.169 -10.61
26.485 10.07 6.202 14.29 9.843 -1.169 -2.382 6.112 -4.899 -8.944 -10.99 -7.123 -15.74 -13.57 -11.06 -10.16
26.49 11.96 9.528 13.12 13.71 0.764 -0.1348 7.416 2.337 -6.382 -9.497 -3.429 -8.881 -10.34 -10.88 -8
26.495 5.034 6.652 7.371 11.91 0.4944 -1.753 2.292 3.865 -3.326 -7.211 -1.231 -1.143 -3.955 -8.719 -3.596
26.5 -6.472 -1.034 -0.5393 6.157 -1.708 -6.247 -5.573 -1.124 -0.3146 -4.309 -0.9673 4.573 2.966 -5.753 1.978
26.505 -14.92 -8.809 -6.921 -0.2247 -3.865 -9.169 -10.56 -6.876 2.427 -1.231 -1.583 7.211 7.011 -3.506 6.472
26.51 -16 -12 -8.719 -3.64 -3.64 -6.337 -8.809 -6.966 5.034 2.198 -1.583 7.035 6.382 -2.607 7.011
26.515 -9.798 -9.213 -5.708 -3.011 -0.6292 1.753 -1.034 -0.809 7.281 6.067 -0.7914 4.221 1.888 -3.056 3.056
26.52 -0.08989 -2.472 -0.1798 0.5393 3.596 10.52 8.989 6.876 8.764 10.11 0.08793 -0.2638 -3.236 -3.865 -2.787
26.525 7.461 4.315 5.573 4.809 7.146 16.13 16.76 11.82 9.348 13.01 1.319 -3.254 -5.483 -3.326 -6.202
26.53 9.528 8.629 10.02 7.955 9.348 18.02 19.91 12.94 9.258 14.33 3.693 -3.078 -4.045 0 -5.034
26.535 7.82 10.47 11.91 9.034 10.29 17.12 17.93 10.38 8.899 14.25 6.859 -0.7035 -0.7191 6.292 -0.809
26.54 7.191 10.97 10.29 7.955 9.888 14.07 11.46 5.079 8.045 12.93 9.233 1.407 1.618 13.48 3.056
26.545 8.09 10.16 5.258 5.573 8 9.348 1.708 -0.8539 6.472 10.11 9.057 1.495 1.528 18.61 4.584
26.55 7.011 6.607 -1.663 2.742 4.944 3.551 -9.663 -5.483 4 5.452 5.804 -0.3517 -0.1798 19.33 3.596
26.555 2.247 0.5393 -8.764 -0.08989 1.124 -3.101 -19.33 -8.27 0.5393 -0.3517 0.3517 -2.638 -1.348 14.83 1.708
26.56 -3.326 -5.483 -13.62 -2.787 -3.056 -9.528 -23.19 -8.629 -3.82 -6.507 -4.748 -2.99 -0.5393 6.382 1.258
26.565 -5.843 -7.955 -13.3 -4.18 -6.697 -12.9 -18.7 -4.36 -8.225 -11.34 -6.507 0.7035 2.157 -2.787 2.966
26.57 -4.045 -5.258 -6.697 -3.011 -9.034 -10.88 -6.831 4.674 -11.69 -13.63 -3.517 7.298 4.494 -9.528 5.213
26.575 0.7191 0.8989 3.551 0.4045 -10.07 -5.573 7.236 13.89 -13.39 -13.1 1.407 11.96 4.135 -12.85 5.124
26.58 6.472 6.652 12.18 4.045 -10.56 -1.798 17.08 16.99 -13.44 -10.99 4.485 10.99 0.8989 -14.02 2.067
26.585 9.348 8.135 15.1 5.528 -10.52 -2.202 18.88 12.99 -12 -8.617 3.869 5.452 -2.876 -13.84 -1.978
26.59 6.652 4.539 11.82 4.27 -8.764 -4.944 13.62 6.247 -8.719 -5.892 1.407 -0.1759 -4.674 -12.22 -4.404
26.595 0.1798 -1.708 4.404 1.393 -4.809 -7.011 5.618 1.258 -3.685 -1.847 -0.1759 -2.726 -3.596 -8.449 -3.955
26.6 -5.933 -6.966 -4.18 -1.124 0.1798 -6.472 -0.4494 -0.1348 2.022 3.957 0.6155 -1.407 -0.2697 -2.787 -1.079
26.605 -9.438 -9.528 -10.7 -1.933 4.27 -3.281 -2.697 1.663 6.472 9.585 3.166 1.935 3.865 3.056 2.787
26.61 -11.24 -9.798 -12.99 -0.9438 5.978 1.303 -1.888 5.034 8.225 12.49 5.012 4.573 7.191 6.921 5.753
26.615 -11.33 -8.764 -11.01 0 5.213 4.719 -0.3146 7.011 6.742 11.08 3.517 3.605 8.809 7.191 5.933
26.62 -8.18 -6.382 -6.157 -0.2697 2.697 5.034 0.2247 5.888 3.146 5.804 -2.198 -0.7035 8.36 3.775 3.506
26.625 -2.427 -2.652 0.4944 -0.9438 -0.2247 3.281 -0.7191 3.326 -0.764 -1.231 -9.673 -5.54 5.933 -1.169 0
26.63 2.607 1.393 7.506 -0.1348 -2.517 1.663 -2.876 1.258 -3.281 -7.474 -15.12 -8.002 1.798 -5.213 -2.697
26.635 4.854 4.36 12.18 2.427 -4 0.5393 -5.888 -1.348 -4.135 -10.9 -16.71 -7.738 -2.876 -7.371 -3.775
26.64 4.674 5.079 11.73 4.899 -4.944 -1.258 -8.764 -5.618 -3.73 -11.34 -14.33 -5.1 -5.933 -8.27 -2.876
26.645 2.966 3.685 6.382 4.809 -4.764 -3.011 -9.753 -9.483 -2.697 -9.497 -8.53 0.3517 -5.753 -8.449 -0.4494
26.65 0.3596 1.483 -0.4045 1.663 -2.292 -2.022 -6.697 -8.809 -0.8989 -5.716 -0.1759 7.914 -2.607 -7.73 1.618
26.655 -1.348 0.5843 -4.764 -2.202 2.337 2.517 0.764 -3.011 1.618 -0.2638 8.705 14.51 1.079 -5.573 1.528
26.66 -0.6292 1.888 -4.584 -3.551 6.607 8.135 10.79 4.494 3.91 5.54 15.56 16.8 3.146 -2.427 -0.8989
26.665 1.169 4.09 0.08989 -0.2697 7.955 11.55 19.46 10.56 4.989 9.321 18.64 14.16 3.236 1.528 -3.775
26.67 1.888 5.213 6.652 5.843 5.798 11.06 23.15 13.62 4.584 9.761 17.85 8.53 2.517 5.483 -4.944
26.675 0.8989 4.449 10.92 9.843 2.157 6.921 20.36 12.76 3.416 7.65 13.72 2.55 2.067 8.449 -4.315
26.68 0.6292 2.921 8.989 7.191 -0.3596 1.213 12.04 7.416 2.202 4.748 7.386 -2.198 1.798 9.348 -3.326
26.685 1.708 1.978 1.438 -1.888 -0.3596 -2.697 1.303 -0.809 1.393 2.374 0.7914 -5.188 0.08989 8.18 -3.416
26.69 2.427 1.843 -8 -12.13 1.573 -2.742 -8.584 -9.753 0.6742 0.8793 -4.573 -7.738 -3.955 5.213 -5.124
26.695 1.978 2.247 -14.47 -16.99 3.461 -0.5843 -14.97 -17.89 -0.4494 -0.3517 -8.881 -11.43 -9.348 0.9888 -7.281
26.7 2.337 2.697 -15.1 -13.26 3.371 0.08989 -16.58 -22.79 -2.022 -2.11 -12.31 -15.39 -12.76 -3.775 -7.91
26.705 3.955 2.562 -9.483 -3.101 1.843 -1.798 -13.08 -20.58 -3.281 -4.397 -14.6 -16.44 -11.96 -7.82 -5.573
26.71 4.764 1.258 -0.2697 7.64 0.809 -4.18 -6.292 -9.843 -3.236 -5.979 -14.95 -13.01 -7.64 -9.798 -1.888
26.715 3.416 -1.303 7.775 13.03 0.9438 -5.798 0.5843 3.685 -1.483 -5.979 -13.81 -7.562 -3.685 -9.348 0.1798
26.72 0.3596 -4.539 10.34 10.92 0.764 -7.101 4.27 11.46 0.2247 -4.924 -12.22 -4.133 -2.876 -6.742 -0.809
26.725 -3.775 -7.101 7.64 3.955 -1.079 -8.18 3.506 10.16 1.438 -3.517 -9.497 -3.517 -4.404 -1.978 -2.697
26.73 -7.551 -7.416 3.056 -2.292 -3.461 -7.506 0.08989 4.135 2.652 -1.583 -4.573 -2.814 -4.404 5.213 -2.157
26.735 -8 -4.18 0.1348 -4.36 -3.64 -4 -2.607 -0.04494 5.124 2.462 2.99 0.8793 0.3596 13.75 2.517
26.74 -2.876 1.978 -0.4944 -2.292 -0.1348 1.843 -1.978 0.809 9.213 8.705 11.43 8.002 9.169 20.76 9.708
26.745 5.124 8 0.7191 1.438 5.753 8.629 1.843 6.022 13.3 15.04 18.2 15.74 17.35 23.46 15.73
26.75 9.978 9.978 2.427 4.27 10.74 14.16 6.652 11.33 15.1 17.85 20.93 19.79 19.42 20.4 17.17
26.755 8.989 6.652 3.236 4.584 11.42 15.24 9.528 11.6 13.12 15.21 18.73 16.8 13.75 12.94 13.12
26.76 4.584 0.5393 2.112 2.157 7.146 10.52 9.034 5.798 7.955 8.002 12.93 8.266 3.955 4.315 6.472
26.765 0 -4.899 -0.4944 -1.933 0.7191 2.697 5.663 -1.213 1.933 -0.5276 6.683 -0.08793 -3.865 -2.067 0.809
26.77 -3.865 -7.416 -3.461 -5.978 -4.09 -3.461 1.079 -4.09 -2.382 -7.123 2.374 -4.397 -6.742 -5.213 -2.517
26.775 -7.011 -7.281 -5.843 -8.629 -5.888 -6.157 -3.416 -3.326 -4.674 -10.38 -0.4397 -5.716 -6.202 -6.921 -5.034
26.78 -9.169 -6.112 -6.742 -8.899 -6.697 -7.011 -6.562 -3.056 -6.157 -11.52 -3.781 -7.386 -5.843 -9.348 -8.18
26.785 -10.16 -5.169 -4.629 -5.978 -8.539 -7.416 -7.551 -4.809 -8.09 -12.05 -7.65 -10.29 -7.64 -12.67 -11.33
26.79 -10.16 -4.36 0.7191 -0.4045 -10.56 -6.697 -5.888 -5.933 -9.618 -11.61 -9.673 -12.13 -10.07 -13.93 -12.22
26.795 -7.371 -2.292 6.247 5.303 -10.34 -4.135 -2.517 -4.18 -9.124 -8.442 -8.09 -10.29 -9.978 -10.79 -9.438
26.8 -0.809 1.528 7.371 7.82 -6.652 -0.4944 0.4494 -0.2697 -6.382 -1.847 -2.902 -4.397 -5.663 -3.236 -3.685
26.805 7.281 5.573 2.831 5.798 -0.9888 3.011 1.169 3.91 -2.562 5.364 3.605 3.078 1.258 5.393 2.337
26.81 11.15 7.191 -3.82 1.169 3.236 5.483 -0.6742 6.337 0.04494 9.849 8.442 8.442 6.921 11.51 5.843
26.815 9.169 5.438 -7.506 -2.831 3.461 5.393 -3.82 4.809 0.04494 9.585 8.793 8.178 8 12.85 5.483
26.82 4.135 1.978 -5.258 -3.685 -0.2247 2.652 -6.427 -0.7191 -1.888 5.804 4.397 2.902 4.854 10.25 2.966
26.825 -0.3596 -0.8539 1.258 -1.258 -4.584 -0.4494 -7.775 -7.416 -3.955 1.583 -1.671 -3.166 0.4494 6.292 1.079
26.83 -2.787 -1.708 7.236 2.202 -5.483 -0.809 -8.135 -12.09 -4.27 -0.4397 -5.979 -6.419 -2.427 3.236 0.9888
26.835 -2.247 0 7.91 4.18 -1.933 1.843 -8 -14.74 -3.146 0.1759 -6.683 -6.771 -3.326 0.8989 1.079
26.84 2.247 3.73 2.697 3.236 3.596 5.034 -6.876 -16.49 -2.022 1.231 -4.748 -6.243 -3.326 -2.247 -0.2697
26.845 9.258 8.135 -3.82 0.5843 7.91 6.966 -3.73 -15.46 -2.337 0.4397 -1.231 -5.1 -3.326 -6.292 -2.787
26.85 15.01 11.42 -6.022 -1.888 9.258 7.551 1.483 -9.348 -3.416 -2.374 2.638 -2.374 -3.236 -9.708 -4.854
26.855 16.72 11.91 -3.236 -3.685 7.91 6.472 6.427 -0.2247 -3.775 -5.54 5.364 1.671 -2.157 -10.52 -5.124
26.86 13.48 8.36 0.2697 -6.022 4.584 2.787 7.685 6.607 -2.562 -7.298 5.716 5.452 0.3596 -8.27 -3.416
26.865 4.764 0.809 0.1798 -9.798 0.08989 -3.056 3.596 7.775 -0.2697 -7.914 3.693 7.386 3.236 -4.494 -1.258
26.87 -8.629 -9.079 -3.82 -13.8 -4.944 -8.944 -3.685 4.404 1.888 -8.09 0.5276 5.892 4.494 -1.438 -0.809
26.875 -22.2 -17.62 -9.034 -15.96 -9.753 -13.08 -10.11 -0.6742 2.517 -8.705 -2.902 0.9673 2.607 -0.8989 -2.787
26.88 -29.21 -21.08 -12.27 -14.74 -13.57 -15.1 -12.63 -4.989 1.169 -9.585 -5.892 -5.276 -1.348 -2.697 -5.933
26.885 -26.79 -18.74 -11.96 -10.56 -15.28 -14.7 -11.24 -6.876 -1.348 -10.29 -7.474 -9.145 -4.944 -5.034 -7.371
26.89 -17.8 -12.81 -8.674 -5.034 -13.71 -11.46 -8.449 -6.292 -3.236 -9.497 -6.595 -8.793 -5.933 -5.483 -5.753
26.895 -7.101 -6.472 -4.809 -0.4494 -8.989 -6.742 -6.517 -5.753 -2.966 -5.979 -3.957 -6.243 -4.584 -3.056 -2.697
26.9 1.798 -1.933 -2.292 2.112 -2.921 -2.607 -5.708 -6.876 -0.5393 0 -0.8793 -4.66 -2.607 1.348 -0.6292
26.905 6.292 0 -1.079 3.056 2.697 0.5843 -4.719 -7.685 3.146 7.035 1.407 -4.924 -1.708 6.202 -0.2697
26.91 4.494 -0.4944 -0.809 3.236 6.517 3.551 -3.056 -5.753 6.562 13.1 2.462 -5.804 -2.337 10.34 -1.169
26.915 -1.169 -2.157 -2.472 2.337 7.955 5.618 -1.888 -3.146 8.494 16.44 1.759 -5.716 -3.416 12.58 -1.438
26.92 -5.663 -3.506 -7.146 -0.9888 6.966 5.124 -2.966 -4.09 8.09 16.18 0 -3.957 -3.236 12.58 -0.08989
26.925 -6.472 -3.685 -13.03 -6.787 4.584 2.652 -5.888 -8.899 6.337 12.75 -1.231 -0.2638 -1.169 10.79 3.056
26.93 -4.494 -2.247 -15.6 -12.36 2.831 0.6292 -7.73 -12.99 4.36 7.914 -0.08793 4.66 1.978 8.27 6.022
26.935 -1.079 0.764 -11.73 -13.75 2.831 0.4494 -5.438 -11.64 3.236 4.397 2.814 8.178 4.315 5.753 7.011
26.94 3.056 4.584 -2.517 -8.854 3.955 1.213 1.708 -3.64 2.876 2.99 5.276 9.497 5.124 3.596 6.112
26.945 6.472 7.64 8.27 0.8989 4.629 1.618 10.7 8.989 2.247 2.286 5.716 9.585 4.854 1.618 5.573
26.95 7.82 8.584 16.31 11.55 4.315 1.663 17.44 21.62 0.764 0.7914 4.309 9.849 4.854 0.08989 6.742
26.955 7.461 7.82 19.06 18.02 3.236 1.258 19.28 28.18 -1.618 -1.847 2.022 9.497 5.034 -1.079 8.809
26.96 8.18 7.146 17.17 17.98 2.292 0.7191 16.72 25.84 -3.955 -4.66 -0.08793 7.211 4.764 -2.157 9.708
26.965 10.07 7.64 13.8 13.66 2.472 1.303 12.63 17.71 -5.438 -6.155 -0.7035 3.254 3.596 -2.787 8.18
26.97 10.7 8.854 11.91 9.573 4.135 4.225 9.438 9.618 -5.483 -5.364 0.8793 -0.7035 1.618 -2.337 4.674
26.975 9.348 9.663 10.92 8.36 6.202 7.955 7.685 4.225 -4.36 -2.55 3.693 -3.166 0 -1.258 0.7191
26.98 7.461 9.124 8.449 8.18 6.966 9.573 6.067 0.08989 -2.921 0.3517 5.628 -3.341 -0.08989 -0.8989 -1.798
26.985 6.112 6.697 3.281 5.528 5.888 7.775 3.191 -4.404 -1.978 1.055 5.188 -1.671 1.258 -2.247 -2.157
26.99 4.225 2.292 -3.326 -1.124 3.775 3.685 -1.708 -9.348 -1.483 -1.319 1.583 -0.5276 2.247 -5.753 -2.157
26.995 1.348 -3.281 -9.708 -9.573 1.528 -1.888 -8.225 -14.92 -1.303 -5.716 -5.628 -3.254 0.7191 -10.61 -4.584
27 -1.258 -8.539 -14.43 -14.97 -1.169 -8.404 -14.34 -20.27 -1.798 -10.2 -14.77 -10.02 -3.056 -15.46 -9.438
27.005 -3.326 -12.13 -15.78 -13.26 -4.27 -13.57 -17.35 -21.75 -2.517 -13.1 -21.54 -16.27 -6.652 -18.43 -14.11
27.01 -5.213 -12.72 -12.67 -4.809 -7.011 -14.16 -14.97 -15.42 -3.191 -13.1 -21.81 -16 -6.652 -18.25 -14.92
27.015 -6.652 -9.753 -5.978 4.989 -8.135 -9.169 -7.056 -2.067 -3.281 -9.761 -14.77 -7.65 -2.337 -14.83 -10.7
27.02 -6.202 -4.09 1.528 10.34 -6.966 -1.618 3.551 12.45 -2.697 -4.309 -4.133 5.012 4.045 -9.618 -3.236
27.025 -5.124 1.079 7.011 9.663 -4.494 4.539 12.13 22.02 -1.438 0.7914 4.924 16.09 8.989 -3.685 4.225
27.03 -6.112 2.202 8.539 6.157 -2.292 6.382 14.7 23.69 0.1348 3.869 9.145 20.4 9.708 2.067 8.629
27.035 -9.348 -1.618 5.618 4.18 -2.292 2.787 10.43 17.35 1.753 4.66 8.002 16.09 6.112 6.831 8.36
27.04 -11.51 -8 -0.4494 4.674 -4.944 -4.539 2.157 5.888 2.562 3.781 3.341 5.979 1.079 9.528 4.764
27.045 -10.88 -12.81 -6.202 5.258 -8.315 -11.1 -5.663 -4.719 2.292 2.198 -1.583 -4.133 -2.517 9.258 0.6292
27.05 -8.449 -13.17 -8.36 3.191 -9.124 -12.4 -9.708 -9.933 1.573 0.7914 -5.012 -9.849 -3.775 6.202 -2.067
27.055 -5.124 -8.719 -6.247 -1.483 -5.618 -8.045 -9.438 -10.38 0.9888 0.08793 -6.507 -10.99 -3.685 1.888 -2.787
27.06 -0.2697 -1.213 -1.528 -5.663 1.034 -1.348 -5.528 -9.573 1.079 0.1759 -6.155 -8.969 -3.326 -2.247 -1.528
27.065 5.753 6.742 4.225 -5.213 8.18 5.213 0.809 -8 1.753 0.7914 -3.166 -4.485 -2.427 -4.404 1.888
27.07 11.24 12.94 10.47 0.6742 13.35 11.37 9.258 -2.966 2.517 1.935 3.078 2.55 0 -3.865 6.652
27.075 15.01 16.58 16.18 8.315 15.19 16.4 18.38 5.843 3.101 3.429 10.38 10.64 3.865 -1.618 11.15
27.08 16.63 17.62 19.82 12.63 13.26 18.2 25.39 14.88 2.472 4.66 14.33 16.53 7.73 1.079 13.39
27.085 15.37 15.64 20.18 11.82 8.135 15.24 27.06 20.18 1.034 4.573 12.75 18.2 9.348 3.326 12.76
27.09 10.07 10.38 17.48 8.449 1.618 8.494 22.07 20.22 -0.04494 3.341 7.298 15.48 7.551 6.112 9.798
27.095 3.056 3.146 12.31 5.978 -4.27 0.3146 12.13 15.19 0.2697 1.935 1.583 9.409 3.416 9.348 5.483
27.1 -1.079 -2.966 5.933 5.169 -7.64 -6.337 1.483 7.551 1.753 1.319 -1.231 2.726 -0.7191 11.87 1.438
27.105 -0.809 -5.843 0.3596 4.27 -7.461 -8.584 -5.933 2.022 2.831 0.7914 -1.055 -1.671 -2.787 11.33 -1.438
27.11 1.079 -5.393 -3.191 1.258 -4.315 -5.978 -8.674 1.213 1.888 -0.9673 -0.8793 -2.902 -2.517 6.112 -3.326
27.115 1.708 -3.281 -5.034 -3.91 -0.6742 -2.022 -8.315 2.787 -1.618 -5.276 -4.573 -3.254 -1.798 -3.146 -5.213
27.12 0.7191 -1.753 -6.562 -8.674 0.1798 -1.528 -7.685 2.247 -7.011 -11.17 -12.31 -5.364 -2.067 -13.75 -7.191
